site,m_group,dataset,mean,sd,2.5%,25%,50%,75%,97.5%
WM,megalotis,species,18.45001418759961,6.530885041546412,6.5084336166888,13.953784666407183,18.210702156459035,22.729807970332384,32.05773300093662
WM,pugio,species,16.806523077282574,8.269390949178238,3.6008089764994464,10.70866315777035,15.929363198351382,21.721425586756794,35.38475033052792
UN,affinis,species,33.87575937752384,13.745746395042113,9.660480435290983,24.580924340718617,33.11024293770454,42.189280715641246,64.05038350281005
UN,clarkii,species,30.16891305085856,11.2642019370638,9.667615537399339,22.681518200000365,29.901225899774463,37.10653019805265,54.05531917505241
UN,megalotis,species,45.83044806159635,22.16724047037399,7.35873229356382,28.786582707434206,44.577494799328434,61.684736311694024,89.75284243740175
UN,pugio,species,33.22698659699414,13.12569742042173,9.764239955361635,24.667252339089334,32.38171536836138,41.08596547224677,63.62906634235147
TR,affinis,species,80.53240796614581,9.966273041993515,59.09299425480376,74.59619168229345,81.45676169528916,87.73626246081251,96.15907192938863
TR,aureus,species,67.7128060742071,21.472002034667824,10.146380216055608,56.898113396691684,72.68227526686547,83.6951626875531,95.53518600435717
TR,cyanoguttatus,species,71.06321555182545,20.98195496487525,15.503724531838865,61.658720908629164,76.59513344401378,86.5900977225745,96.36965589610975
TR,grandis,species,82.28351442505729,8.351379220434145,64.31640270368688,76.9789945831257,82.82441397917273,88.42512581422638,96.20324619651521
TR,latipinna,species,83.64329827851974,11.209315786929308,58.17881676387099,78.30077378877904,85.77201165540448,91.6455871209193,97.5348212731004
TR,macrochirus,species,77.67652844193627,10.38826073295486,56.276179938028804,70.98258912487636,78.18453920465274,85.33067016394578,95.07092393145031
TR,variegatus,species,86.81077577175739,12.8517232442541,58.03893105739326,83.98867269941799,89.56544439393733,93.89215947282229,98.17378905438746
SF,affinis,species,21.03950917433398,7.629345394981348,7.6987208627018395,15.81061775758062,20.407435464384093,25.61772939526612,37.90032003225233
SF,clarkii,species,9.422464934083877,4.231468748881154,2.1729299234253925,6.296634801731048,9.125123789553571,12.153442365883537,18.36659697955491
SF,cyanellus,species,37.577905279950244,6.337075437575058,25.649711392338364,33.29346952052428,37.54249617055652,41.81485108588208,50.47405567906538
SF,cyanoguttatus,species,8.917815928727336,4.622480501615566,1.9676668233803671,5.419478678919593,8.30836950111697,11.732497696028494,19.47326978636244
SF,latipinna,species,10.71424008565884,5.771082630755699,2.1570668170104055,6.439035120116017,9.905427540634792,14.053452360676308,24.51882284621938
PL,clarkii,species,21.08728637481236,12.94087061152659,3.359966121124574,11.82745005366186,18.576213938852717,27.640155282061187,52.91711808479474
PL,latipinna,species,41.20445246522322,15.13774388274578,16.472597798129488,30.53195483771996,39.3851716036003,50.44295815848717,75.95636937830523
PL,maculatus,species,35.41828516903764,22.714996104934805,4.47378771146199,16.979536868013867,30.480070521638346,50.27786845276332,87.19450424904129
PL,megalotis,species,32.68877468684787,7.412716879520305,19.758494608763534,27.745501191974693,32.14619405389724,37.06344991688045,48.64735785104411
PL,ohione,species,44.15806871523099,17.280271773914972,16.29506301097896,31.36324763006956,41.92697825429521,54.73345688655111,84.51234676021157
PD,auritus,species,14.18099065724393,7.523842153785567,2.6372725074591306,8.332526571856265,13.316681840501696,18.999584141377298,30.875494033733396
PD,clarkii,species,15.754274889421715,9.092018283016198,2.7147106354656074,9.181424417629925,14.335521141079699,20.91111961263821,35.85471909421313
PD,cyanellus,species,21.145764664009288,13.561562033929864,3.266740260438905,11.526530296961322,19.010677860658248,27.43600514669603,54.5281401592746
PD,cyanoguttatus,species,16.938166119497428,10.119244989193469,2.9920900510836868,9.79880330124197,15.301085612758072,22.03942963250765,41.272965039160795
PD,macrochirus,species,28.74246270604623,20.59575849483565,3.837100374597196,13.547528617186874,23.440535621782953,37.56927334961701,84.47870973403833
